Address,Amt per m²,Balcony,District,Elevator,Floor,Location,Monthly Pay,Municipality,Patio,Price,Size in m²,Total Rooms,Latitude,Longitude,lat_2,long_2,Distance
Brantingsgatan 32,118400.0,False,Gärdet,False,0.0,"Gärdet,Stockholm",1929.0,Stockholms kommun,False,2960000,25.0,1.0,59.3454818,18.095996,59.3324,18.0645,2.3033998138496883
Skebokvarnsvägen 282,47866.66666666666,False,Högdalen,False,3.0,"Högdalen,Stockholm",2680.0,Stockholms kommun,False,1795000,37.5,1.0,59.2639684,18.0336298,59.3324,18.0645,7.808469594411548
Smedsbacksgatan 14,108846.15384615384,False,Östermalm,True,0.0,"Östermalm,Stockholm",2263.0,Stockholms kommun,False,2830000,26.0,1.0,59.347731,18.1000617,59.3324,18.0645,2.6404886325615156
Pilottorget 5,33802.81690140845,True,Skarpnäck,True,2.0,"Skarpnäck,Stockholm",5350.0,Stockholms kommun,False,2400000,71.0,3.0,59.2658271,18.1350978,59.3324,18.0645,8.417925950959587
Östrandsvägen 52,49142.857142857145,True,Stureby,False,1.0,"Stureby,Stockholm",4144.0,Stockholms kommun,False,3440000,70.0,3.0,59.2837974,18.0485097,59.3324,18.0645,5.480034720499852
Centralvägen 4,58125.0,False,Centrum,False,1.0,"Centrum,Vallentuna",1963.0,Vallentuna kommun,True,1395000,24.0,1.0,59.5209962,17.9036493,59.3324,18.0645,22.859195283233277
Mitisgatan 4,99759.03614457832,False,Kungsholmen,True,3.0,"Kungsholmen,Stockholm",5224.0,Stockholms kommun,False,8280000,83.0,4.0,59.3310461,18.0282146,59.3324,18.0645,2.0634921408217948
Kvarnbacksvägen 69,52328.76712328768,True,Bromma,False,1.0,"Bromma,Stockholm",4359.0,Stockholms kommun,False,3820000,73.0,3.0,59.34155,17.9488973,59.3324,18.0645,6.634088352293362
Sandfjärdsgatan 15,64500.0,False,Årsta,False,3.0,"Årsta,Stockholm",2673.0,Stockholms kommun,False,2580000,40.0,1.5,59.2953329,18.0446045,59.3324,18.0645,4.273504305461107
Törnrosavägen 3,22027.972027972028,True,Karlhov,False,3.0,"Karlhov,Södertälje",4603.0,Södertälje kommun,False,1575000,71.5,3.0,59.317930149999995,18.203269255329033,59.3324,18.0645,8.034817515066237
Russinvägen 2,49200.0,True,Hökarängen,True,4.0,"Hökarängen,Stockholm",4538.0,Stockholms kommun,False,3690000,75.0,3.0,59.2567794,18.0844876,59.3324,18.0645,8.484865479797774
Valhallavägen 4A,102941.17647058824,True,Vasastan Östermalm,True,4.0,"Vasastan Östermalm,Stockholm",2241.0,Stockholms kommun,False,7000000,68.0,3.0,59.3496478,18.0598888,59.3324,18.0645,1.9356081741460367
Stjernströms väg 11,72173.91304347826,True,Axelsberg,True,4.0,"Axelsberg,Stockholm",3408.0,Stockholms kommun,False,2490000,34.5,1.5,59.3029206,17.9792401,59.3324,18.0645,5.843636952845138
Essingetorget 37,62934.782608695656,True,Stora Essingen,False,2.0,"Stora Essingen,Stockholm",2904.0,Stockholms kommun,False,2895000,46.0,2.0,59.3204241,17.9887521,59.3324,18.0645,4.498472821011082
Nybodagatan 7,50641.02564102564,True,Skytteholm,True,1.0,"Skytteholm,Solna",4247.0,Solna kommun,False,3950000,78.0,3.0,59.3575422,17.99168441950982,59.3324,18.0645,4.985817168228731
Paketgränd 15,62375.0,True,Enskede,True,3.0,"Enskede,Stockholm",5040.0,Stockholms kommun,False,4990000,80.0,3.0,59.2738931,18.0679929,59.3324,18.0645,6.508691123072013
Vallavägen 107,23470.58823529412,True,Centrala,True,2.0,"Centrala,Haninge",7360.0,Haninge kommun,False,1995000,85.0,3.0,59.1608083,18.1446779,59.3324,18.0645,19.61718517607986
Arvid Tydéns Allé 18,73580.24691358025,True,Huvudsta,True,2.0,"Huvudsta,Solna",2324.0,Solna kommun,False,2980000,40.5,1.5,59.351823350000004,18.009139925047748,59.3324,18.0645,3.8101520702151177
Hägerneholmsvägen 7B,54137.93103448276,True,Hägerneholm,True,2.0,"Hägerneholm,Täby",2495.0,Täby kommun,False,1570000,29.0,1.0,59.4697066,18.1192727,59.3324,18.0645,15.579370567588247
Vallavägen 73,22166.666666666668,True,Centrala,False,3.0,"Centrala,Haninge",7834.0,Haninge kommun,False,1995000,90.0,4.0,59.1612945,18.1425699,59.3324,18.0645,19.537018364738884
Doktor Widerströms gata 56,61129.03225806452,True,Fruängen,False,1.0,"Fruängen,Stockholm",2229.0,Stockholms kommun,False,1895000,31.0,1.0,59.2864304,17.9570407,59.3324,18.0645,7.95757948686933
Täppgränd 7,43009.70873786408,False,Enskede,True,1.0,"Enskede,Stockholm",4315.0,Stockholms kommun,False,4430000,103.0,4.0,59.2852032,18.0983519,59.3324,18.0645,5.588670781327041
Anders Reimers väg 11,104230.76923076923,False,Södermalm,True,2.0,"Södermalm,Stockholm",3762.0,Stockholms kommun,False,5420000,52.0,2.0,59.3196274,18.0236242,59.3324,18.0645,2.719124816339031
Oxenstiernas Allé 10,44545.454545454544,True,Ursvik,True,4.0,"Ursvik,Sundbyberg",3761.0,Sundbybergs kommun,False,2450000,55.0,2.0,59.3827945,17.9453665,59.3324,18.0645,8.77418258855292
Klockelundsvägen 12,65192.307692307695,True,Farsta,True,2.0,"Farsta,Stockholm",2075.0,Stockholms kommun,False,1695000,26.0,1.0,59.2440083,18.1161152,59.3324,18.0645,10.256482203569968
Ölandsgatan 47,92325.58139534884,False,Södermalm,True,1.0,"Södermalm,Stockholm",5908.0,Stockholms kommun,False,7940000,86.0,3.0,59.3088268,18.0772975,59.3324,18.0645,2.719921807926331
Kungssätravägen 58,37911.39240506329,True,Sätra,True,4.0,"Sätra,Stockholm",4904.0,Stockholms kommun,False,2995000,79.0,3.0,59.2852965,17.9252608,59.3324,18.0645,9.48066474367994
Smedvägen 14,34179.10447761194,True,Kallhäll,False,3.0,"Kallhäll,Järfälla",4544.0,Järfälla kommun,False,2290000,67.0,3.0,59.1995186,17.9122469,59.3324,18.0645,17.122487032762443
Franzéngatan 82,85462.96296296296,False,Hornsbergs Strand,True,1.0,"Hornsbergs Strand,Stockholm",5755.0,Stockholms kommun,False,9230000,108.0,4.0,59.338531,18.0046521,59.3324,18.0645,3.4618008063309498
Sturevägen 1A,37189.18918918919,True,Neglinge,False,1.0,"Neglinge,Nacka",6975.0,Nacka kommun,False,3440000,92.5,4.0,59.289524,18.2835165,59.3324,18.0645,13.312494902690572
Fredrika Bremers gata 5,34774.1935483871,True,Fruängen,False,3.0,"Fruängen,Stockholm",6390.0,Stockholms kommun,False,2695000,77.5,3.0,59.2883598,17.9736584,59.3324,18.0645,7.110560389076602
Kungsklippan 14,102105.26315789472,True,Kungsholmen,True,1.0,"Kungsholmen,Stockholm",4128.0,Stockholms kommun,False,3880000,38.0,2.0,59.3303957,18.0480441,59.3324,18.0645,0.9595755994659071
Magnus Isaeus gata 1,52164.17910447761,False,Gustavsberg,True,1.0,"Gustavsberg,Värmdö",4751.0,Värmdö kommun,True,3495000,67.0,3.0,59.322617,18.3836849,59.3324,18.0645,18.138035847548363
Ångermannagatan 170,34102.5641025641,True,Vällingby Centrum,True,2.0,"Vällingby Centrum,Stockholm",4044.0,Stockholms kommun,False,1995000,58.5,2.0,59.3645024,17.872882869650084,59.3324,18.0645,11.434047863313694
Askängsbacken 52,68831.16883116883,True,Bromma,True,4.0,"Bromma,Stockholm",5399.0,Stockholms kommun,False,5300000,77.0,3.0,59.3607961,17.9591452,59.3324,18.0645,6.756022807075826
Götalandsvägen 211A,48687.5,False,Älvsjö,True,3.0,"Älvsjö,Stockholm",5768.0,Stockholms kommun,False,3895000,80.0,3.0,59.2802531,18.0130392,59.3324,18.0645,6.492593323424051
Spikvägen 53,69512.19512195123,True,Hökmossen,False,2.0,"Hökmossen,Stockholm",4138.0,Stockholms kommun,False,2850000,41.0,2.0,59.2922167,17.9933767,59.3324,18.0645,6.021251797850944
Katarina Bangata 59C,105666.66666666669,True,Nytorget,True,1.0,"Nytorget,Stockholm",2708.0,Stockholms kommun,False,3170000,30.0,1.0,59.3095075,18.0879805,59.3324,18.0645,2.8730431556712372
Folkungagatan 69,98378.37837837836,True,Södermalm,True,3.0,"Södermalm,Stockholm",1779.0,Stockholms kommun,False,5460000,55.5,2.0,59.3149268,18.0782496,59.3324,18.0645,2.0936596867534556
Perronggatan 7,50714.28571428572,False,Älvsjö,True,3.0,"Älvsjö,Stockholm",4791.0,Stockholms kommun,False,3195000,63.0,2.0,59.2798688,18.0117253,59.3324,18.0645,6.564485785260331
Vallavägen 99,19944.444444444445,True,Handen,False,3.0,"Handen,Haninge",7739.0,Haninge kommun,False,1795000,90.0,4.0,59.1613517,18.1445373,59.3324,18.0645,19.55655085791301
Adlerbethsgatan 17,90000.0,True,Fredhäll,False,1.0,"Fredhäll,Stockholm",3078.0,Stockholms kommun,False,4230000,47.0,2.0,59.3310361,18.0051007,59.3324,18.0645,3.3723526276030937
Fastlagsvägen 40,69615.38461538461,True,Aspudden,True,2.0,"Aspudden,Stockholm",5333.0,Stockholms kommun,False,7240000,104.0,4.0,59.3037125,17.9953206,59.3324,18.0645,5.057944001696184
Verandastigen 1,32871.28712871287,True,Rönninge,True,5.0,"Rönninge,Salem",7510.0,Salems kommun,False,3320000,101.0,4.0,59.2019253,17.786188,59.3324,18.0645,21.46152933916976
Hälsingegatan 7,119565.21739130437,True,Vasastan,True,3.0,"Vasastan,Stockholm",5067.0,Stockholms kommun,False,16500000,138.0,4.0,59.3418207,18.0432174,59.3324,18.0645,1.5980963162594282
Munkhättevägen 19A,32631.57894736842,True,Tumba,True,1.0,"Tumba,Botkyrka",5356.0,Botkyrka kommun,False,2480000,76.0,3.0,59.2004658,17.8272928,59.3324,18.0645,19.92276643700041
Alfons Åbergs gata 5,51130.95238095238,True,Annedal,True,4.0,"Annedal,Stockholm",5429.0,Stockholms kommun,False,4295000,84.0,3.0,59.3650719,17.9462966,59.3324,18.0645,7.622241138808616
Pyrolavägen 48,49104.477611940296,True,Skärsätra,False,2.0,"Skärsätra,Lidingö",3701.0,Lidingö kommun,False,3290000,67.0,3.0,59.3429977,17.9434549,59.3324,18.0645,6.9645054442602055
Skänkelvägen 4,46600.0,True,Gustavsberg Hästhagen,True,3.0,"Gustavsberg Hästhagen,Värmdö",5163.0,Värmdö kommun,False,3495000,75.0,3.0,59.3225997,18.397403684001375,59.3324,18.0645,18.914988360104935
Skarpövägen 49,30802.46913580247,True,Västra Orminge,True,4.0,"Västra Orminge,Nacka",6583.0,Nacka kommun,False,2495000,81.0,3.0,59.3335735,18.260578000000002,59.3324,18.0645,11.121271743622382
Myggdalsvägen 98,28333.33333333333,True,Tyresö Centrum,True,2.0,"Tyresö Centrum,Tyresö",6994.0,Tyresö kommun,False,2550000,90.0,3.0,59.241752950000006,18.236941391186328,59.3324,18.0645,14.053550039318807
Rämensvägen 25B,71818.18181818182,True,Årsta,True,5.0,"Årsta,Stockholm",3961.0,Stockholms kommun,False,3950000,55.0,3.0,59.2956504,18.0466564,59.3324,18.0645,4.2099511769363875
Erik Dahlbergsgatan 35,118387.09677419356,False,Östermalm,True,5.0,"Östermalm,Stockholm",2300.0,Stockholms kommun,False,3670000,31.0,1.0,59.3433219,18.0919104,59.3324,18.0645,1.9725408962662265
Svampskogsvägen 15,38870.967741935485,True,Bällstaberg,True,2.0,"Bällstaberg,Vallentuna",5056.0,Vallentuna kommun,False,2410000,62.0,2.0,59.5115493,18.0884175,59.3324,18.0645,19.966382503864338
Dartanjangs gata 48,53400.0,True,Bromma,True,3.0,"Bromma,Stockholm",6229.0,Stockholms kommun,False,5340000,100.0,4.0,59.3621668,17.9456043,59.3324,18.0645,7.5091388571190745
Ekuddsvägen 10G,70937.5,False,Ekudden,False,1.0,"Ekudden,Nacka",1580.0,Nacka kommun,False,2270000,32.0,1.0,59.3062002,18.1443285,59.3324,18.0645,5.38530940979405
Vinterbrinksvägen 37,38679.24528301887,True,Igelbodaplatån,True,1.0,"Igelbodaplatån,Nacka",5853.0,Nacka kommun,False,4100000,106.0,4.0,59.2887295,18.2732156,59.3324,18.0645,12.801772789485838
Kabelverksgatan 32,54684.21052631579,False,Älvsjö,True,3.0,"Älvsjö,Stockholm",5970.0,Stockholms kommun,False,5195000,95.0,4.0,59.2821085,17.9987448,59.3324,18.0645,6.723161657458178
Åsögatan 98,103142.85714285714,True,Södermalm Katarina,True,1.0,"Södermalm Katarina,Stockholm",2534.0,Stockholms kommun,False,3610000,35.0,2.0,59.3124095,18.0710149,59.3324,18.0645,2.253361008274083
Rondellen 1,30508.474576271183,True,Kallhäll,False,1.0,"Kallhäll,Järfälla",4989.0,Järfälla kommun,False,1800000,59.0,2.0,59.4553003,17.8057745,59.3324,18.0645,20.03241032127257
Ellen Keys gata 45,51759.25925925926,False,Fruängen,False,3.0,"Fruängen,Stockholm",3844.0,Stockholms kommun,False,2795000,54.0,2.0,59.2869782,17.9664117,59.3324,18.0645,7.5165999331724915
Tellusborgsvägen 92,75606.06060606061,True,Midsommarkransen,True,4.0,"Midsommarkransen,Stockholm",2370.0,Stockholms kommun,False,2495000,33.0,1.5,59.2966694,18.0007293,59.3324,18.0645,5.374031610909089
Högalidsgatan 52B,109090.90909090907,False,Södermalm,True,4.0,"Södermalm,Stockholm",2359.0,Stockholms kommun,False,3600000,33.0,1.0,59.3181142,18.0333352,59.3324,18.0645,2.376730503061155
Fänrikens gata 13,81196.5811965812,True,Näsby Slottspark,True,2.0,"Näsby Slottspark,Täby",6285.0,Täby kommun,False,9500000,117.0,4.0,59.4255843,18.0869765,59.3324,18.0645,10.4395296704692
Essingestråket 29,78085.10638297872,True,Essingeöarna,False,2.0,"Essingeöarna,Stockholm",3419.0,Stockholms kommun,False,3670000,47.0,2.0,59.3202611,17.9856707,59.3324,18.0645,4.67093567055994
Per Hallströms väg 2,35555.555555555555,True,Nacka Forum,True,2.0,"Nacka Forum,Nacka",6488.0,Nacka kommun,False,2880000,81.0,3.0,59.3102955,18.1778583,59.3324,18.0645,6.88496585850992
Drottninggatan 112C,121891.8918918919,True,Vasastan,True,1.0,"Vasastan,Stockholm",1192.0,Stockholms kommun,False,4510000,37.0,2.0,59.3357611,18.0595426,59.3324,18.0645,0.4676794246180009
Svinningegränd 8,22617.801047120414,True,Spånga,False,2.0,"Spånga,Stockholm",9166.0,Stockholms kommun,False,2160000,95.5,4.0,59.3897364,17.9099928,59.3324,18.0645,10.830857432235247
Melodivägen 10,26791.044776119405,True,Skogås,True,4.0,"Skogås,Huddinge",4931.0,Huddinge kommun,False,1795000,67.0,2.0,59.2176866,18.1569452,59.3324,18.0645,13.79444904289555
Tranebergsvägen 15B,75974.02597402598,True,Bromma,True,2.0,"Bromma,Stockholm",6060.0,Stockholms kommun,False,5850000,77.0,3.0,59.3336414,17.9850728,59.3324,18.0645,4.5068016353218185
Eldarvägen 4,86027.39726027397,False,Gröndal,False,2.0,"Gröndal,Stockholm",1988.0,Stockholms kommun,False,3140000,36.5,2.0,59.4825682,18.0556841,59.3324,18.0645,16.705393169338247
Birger Dahlérus väg 5,37912.08791208791,True,Bolinder Strand,True,2.0,"Bolinder Strand,Järfälla",6140.0,Järfälla kommun,False,3450000,91.0,4.0,59.4548186,17.8013165,59.3324,18.0645,20.181589721624462
Granängsvägen 2E,47413.79310344828,True,Centrala Tyresö,True,6.0,"Centrala Tyresö,Tyresö",4548.0,Tyresö kommun,False,2750000,58.0,3.0,59.2401222,18.2259843,59.3324,18.0645,13.762046169487462
Hägerstensvägen 97A,77600.0,True,Aspudden,True,5.0,"Aspudden,Stockholm",2813.0,Stockholms kommun,False,2910000,37.5,1.0,59.3055786,18.0082471,59.3324,18.0645,4.368244951305011
Rosersbergsvägen 34,29266.05504587156,True,Rosersberg,False,1.0,"Rosersberg,Sigtuna",3408.0,Sigtuna kommun,False,1595000,54.5,2.0,59.5853513,17.8813503,59.3324,18.0645,29.970283840591193
Tomtebobarnens gata 5,60465.11627906977,True,Annedal,False,3.0,"Annedal,Stockholm",3414.0,Stockholms kommun,False,3900000,64.5,3.0,59.3633374,17.9526915,59.3324,18.0645,7.211767849014364
Lomvägen 65,32530.12048192771,True,Kärrdal,False,3.0,"Kärrdal,Sollentuna",5943.0,Sollentuna kommun,False,2700000,83.0,3.0,59.43263585,18.00090945000001,59.3324,18.0645,11.713073093791353
Bellmanskällevägen 11,70333.33333333333,False,Mälarhöjden,True,1.0,"Mälarhöjden,Stockholm",6439.0,Stockholms kommun,False,4220000,60.0,2.0,59.301852,17.95648649261073,59.3324,18.0645,7.007175092976152
Runvägen 4,39206.34920634921,True,Kvarnbergsplan,True,2.0,"Kvarnbergsplan,Huddinge",3076.0,Huddinge kommun,False,2470000,63.0,2.0,59.238979150000006,17.998595434886425,59.3324,18.0645,11.041680442585626
Virebergsvägen 20,60641.02564102564,True,Vireberg,True,4.0,"Vireberg,Solna",3427.0,Solna kommun,False,4730000,78.0,3.0,59.3604048,17.9854113,59.3324,18.0645,5.45900242780301
Ågesta Broväg 64,50000.0,True,Farsta,True,2.0,"Farsta,Stockholm",3925.0,Stockholms kommun,True,2900000,58.0,2.0,59.2385753,18.1003521,59.3324,18.0645,10.629675054336232
Johanneshovsvägen 153,70000.0,True,Enskede Gård,True,3.0,"Enskede Gård,Stockholm",3526.0,Stockholms kommun,False,3500000,50.0,2.0,59.2925199,18.0584264,59.3324,18.0645,4.447839456001006
Ellen Keys gata 51,49926.470588235294,True,Hägersten,False,2.0,"Hägersten,Stockholm",4760.0,Stockholms kommun,False,3395000,68.0,3.0,59.2865973,17.9665145,59.3324,18.0645,7.540843812278118
Brommavägen 8,56625.0,True,Vireberg,True,1.0,"Vireberg,Solna",2105.0,Solna kommun,False,4530000,80.0,3.0,59.3592703,17.9862619,59.3324,18.0645,5.348037767035601
Lokomobilvägen 2C,71219.51219512195,True,Nacka Strand,True,3.0,"Nacka Strand,Nacka",3632.0,Nacka kommun,False,2920000,41.0,2.0,59.3143044,18.1656081,59.3324,18.0645,6.078630708315725
Solnavägen 100A,75517.24137931035,True,Råsunda,True,5.0,"Råsunda,Solna",4819.0,Solna kommun,False,4380000,58.0,3.0,59.3630232,17.997855,59.3324,18.0645,5.086172940928192
Sveavägen 140,135000.0,False,Vasastan Odenplan,True,4.0,"Vasastan Odenplan,Stockholm",720.0,Stockholms kommun,False,3240000,24.0,1.0,59.3462436,18.0537503,59.3324,18.0645,1.6556316375635811
Edsvägen 11,54363.63636363636,False,Centrala Huddinge,False,1.0,"Centrala Huddinge,Huddinge",2408.0,Huddinge kommun,False,1495000,27.5,1.0,59.2347962,17.9897168,59.3324,18.0645,11.65459643488117
Vårbergsvägen 183,24120.879120879123,True,Skärholmen,True,6.0,"Skärholmen,Stockholm",5040.0,Stockholms kommun,False,2195000,91.0,3.0,59.2737369,17.9039678,59.3324,18.0645,11.206632303199042
Trollesundsvägen 137,71944.44444444444,False,Högdalen,False,3.0,"Högdalen,Stockholm",1413.0,Stockholms kommun,False,1295000,18.0,1.0,59.2607783,18.0482224,59.3324,18.0645,8.017412257032174
Norrskensbacken 17,31666.666666666668,True,Tullinge,True,6.0,"Tullinge,Botkyrka",3767.0,Botkyrka kommun,False,1995000,63.0,2.0,59.384405900000004,17.900216042599272,59.3324,18.0645,10.960072031754237
Oskarslundsbacken 26,74411.76470588235,True,Liljeholmskajen,True,2.0,"Liljeholmskajen,Stockholm",4055.0,Stockholms kommun,False,3795000,51.0,2.0,59.3059233,18.0305575,59.3324,18.0645,3.518006401238897
Hjortronvägen 71,23805.97014925373,True,Kungsängen,False,3.0,"Kungsängen,Upplands-Bro",4667.0,Upplands-Bro kommun,False,1595000,67.0,2.0,59.4867651,17.7311808,59.3324,18.0645,25.502477451409813
Pastellvägen 12,71904.76190476191,True,Skärmarbrink,False,3.0,"Skärmarbrink,Stockholm",2123.0,Stockholms kommun,False,3020000,42.0,2.0,59.2923781,18.0866636,59.3324,18.0645,4.624558127299739
Baltzar von Platens gata 3,98676.4705882353,False,Kungsholmen,True,0.0,"Kungsholmen,Stockholm",3226.0,Stockholms kommun,False,6710000,68.0,2.0,59.3287958,18.0312807,59.3324,18.0645,1.9263071724727454
Norra Stationsgatan 119,95344.8275862069,True,Vasastan,True,1.0,"Vasastan,Stockholm",5581.0,Stockholms kommun,False,8295000,87.0,3.0,59.3437114,18.0281925,59.3324,18.0645,2.4126544659929645
Andebodavägen 2,35403.22580645161,True,Viksjö,True,2.0,"Viksjö,Järfälla",5239.0,Järfälla kommun,False,2195000,62.0,2.0,59.4084746,17.8142608,59.3324,18.0645,16.508544077407596
Lanforsvägen 37,76818.18181818182,True,Hjorthagen,False,1.0,"Hjorthagen,Stockholm",3553.0,Stockholms kommun,False,3380000,44.0,3.0,59.3524362,18.0943729,59.3324,18.0645,2.798656336190124
Barnhemsvägen 5,61187.5,True,Skuru,True,2.0,"Skuru,Nacka",6825.0,Nacka kommun,False,4895000,80.0,3.0,59.3160648,18.211170117297485,59.3324,18.0645,8.516451590615329
Stora Kvinns väg 4,64285.71428571428,True,Älvsjö,True,3.0,"Älvsjö,Stockholm",5570.0,Stockholms kommun,False,6750000,105.0,4.0,59.2799511,17.9736436,59.3324,18.0645,7.78505350390419
Turingevägen 42,46395.348837209305,False,Örby,False,2.0,"Örby,Stockholm",3495.0,Stockholms kommun,False,1995000,43.0,1.0,59.2734585,18.0189105,59.3324,18.0645,7.046417089817722
Langelandsgatan 3,29567.9012345679,True,Kista,True,2.0,"Kista,Stockholm",6440.0,Stockholms kommun,False,2395000,81.0,3.0,59.3997628,17.9449605,59.3324,18.0645,10.09852425789745
Skäftingebacken 38,22160.49382716049,False,Spånga,True,5.0,"Spånga,Stockholm",6431.0,Stockholms kommun,False,1795000,81.0,3.0,59.397034,17.9018597,59.3324,18.0645,11.686641921686663
Nybrogatan 45E,142797.61904761905,True,Östermalm,True,5.0,"Östermalm,Stockholm",3779.0,Stockholms kommun,False,11995000,84.0,3.0,59.3368828,18.0782442,59.3324,18.0645,0.9252166097714831
Järla Gårdsväg 22,63804.34782608696,False,Järla Sjö,True,3.0,"Järla Sjö,Nacka",7025.0,Nacka kommun,False,5870000,92.0,3.5,59.3066526,18.1534265,59.3324,18.0645,5.801130449292699
Gribbyvägen 15C,43608.24742268041,True,Gribbylund,False,2.0,"Gribbylund,Täby",7209.0,Täby kommun,True,4230000,97.0,4.0,59.3701935,17.9130358,59.3324,18.0645,9.558942165198678
Västra Banvägen 4A,29567.9012345679,True,Centrala Åkersberga,False,3.0,"Centrala Åkersberga,Österåker",5357.0,Österåkers kommun,False,2395000,81.0,3.0,59.47829725,18.296809237417165,59.3324,18.0645,20.88149447394685
Kransbindarvägen 18,70106.3829787234,False,Midsommarkransen,True,1.0,"Midsommarkransen,Stockholm",3360.0,Stockholms kommun,False,3295000,47.0,2.0,59.3024195,18.0023819,59.3324,18.0645,4.851433308263535
